"Name"|"Street"|"City"|"State"|"Email"|"Phone"|"Lat"|"Long"|"County"
"Keene"|"294 West Street, Unit 3"|"Keene"|"NH"|"Keene@ofanh.com"|"(603) 313-0635"|42.9324828|-72.2879706|"""Cheshire"""
"Laconia"|"571 Main Street"|"Laconia"|"NH"|"laconia@ofanh.com"|"(603) 455-1086"|43.5277663|-71.4698721|"""Belknap"""
"Exeter"|"134 Front Street"|"Exeter"|"NH"|"Exeter@ofanh.com"|"(603) 583-2363"|42.9780835|-70.9598694|"""Rockingham"""
"Conway"|"6 Main Street, Unit A"|"Conway"|"NH"|"Conway@ofanh.com"|"(603) 662-8132"|43.9788151|-71.1189168|"""Carroll"""
"Salem"|"202 Main Street, Unit G-1"|"Salem"|"NH"|"Salem@ofanh.com"|"(603) 204-7461"|42.783472|-71.2171988|"""Rockingham"""
"Manchester"|"228 Maple Street, 3rd Floor"|"Manchester"|"NH"|"Manchester@ofanh.com"|"(603) 486-7355"|42.981255|-71.4533984|"""Hillsborough"""
"Claremont"|"149 Pleasant St"|"Claremont"|"NH"|"Claremont@ofanh.com"|"(603) 477-7534"|43.367613|-72.3410993|"""Sullivan"""
"Peterborough"|"76 Grove Street"|"Peterborough"|"NH"|"Peterborough@ofanh.com"|"(603) 562-7143"|42.872306|-71.9501335|"""Hillsborough"""
"Plymouth"|"612 Tenney Mountain Highway"|"Plymouth"|"NH"|"Plymouth@ofanh.com"|"(603) 254-6202"|43.7708172|-71.7567768|"""Grafton"""
"Berlin"|"217 Main Street"|"Berlin"|"NH"|"Berlin@ofanh.com"|"(603) 326-9328"|44.4708064|-71.1791287|"""Coos"""
"Littleton"|"32 Main Street, 104"|"Littleton"|"NH"|"Littleton@ofanh.com"|"(603) 326-9329"|44.3064296|-71.7716437|"""Grafton"""
"Hampton"|"150 High Street"|"Hampton"|"NH"|"Hampton@ofanh.com"|"(603) 848-0668"|42.9396953|-70.8307937|"""Rockingham"""
"Rochester"|"63 Hanson Street"|"Rochester"|"NH"|"Rochester@ofanh.com"|"(603) 486-9130"|43.3048079|-70.9740767|"""Strafford"""
"Epping"|"285 Calef Highway, Unit 12B"|"Epping"|"NH"|"Epping@ofanh.com"|"(603) 486-9131"|43.0439636|-71.0611507|"""Rockingham"""
"Milford"|"54 Nashua St"|"Milford"|"NH"|"Milford@ofanh.com"|"(603) 204-7648"|42.8355424|-71.6479804|"""Hillsborough"""
"Concord"|"15 Green St."|"Concord"|"NH"|"Concord@ofanh.com"|"(603) 848-2097"|43.204288|-71.5395379|"""Merrimack"""
"Derry"|"127 Rockingham Road, Unit 13"|"Derry"|"NH"|"Derry@ofanh.com"|"(603) 531-0612"|42.8758812|-71.2994869|"""Rockingham"""
"Durham"|"56 Dover Road"|"Durham"|"NH"|"Durham@ofanh.com"|"(603) 531-0664"|43.1373937|-70.9116289|"""Strafford"""
"East Brunswick"|"251 Route 18 South Suite 1007"|"East Brunswick"|"NJ"|"newjersey@barackobama.com"|"(973) 619-4761"|40.4621254|-74.4057451|"""Middlesex"""
"Santa Fe"|"1420 Cerrillos Road"|"Santa Fe"|"NM"|"SantaFe@ofanm.com"|"(505) 301-9670"|35.6698134|-105.9655718|"""Santa Fe"""
"Albuquerque"|"115 Montclaire Dr. SE"|"Albuquerque"|"NM"|"HQ@ofanm.com"|"(505) 349-0968"|35.0784645|-106.5989076|"""Bernalillo"""
"Las Cruces"|"151 S. Solano Suite D"|"Las Cruces"|"NM"|"LasCruces@ofanm.com"|"(505) 358-5384"|32.312199|-106.7649107|"""Doña Ana"""
"Albuquerque"|"3809 Atrisco Drive NW Suite A"|"Albuquerque"|"NM"|"ABQWestside@ofanm.com"|"(505) 340-5846"|35.1263167|-106.7062136|"""Bernalillo"""
"Rio Rancho"|"2218 Southern Blvd SE Suite 2 &amp; 3"|"Rio Rancho"|"NM"|"RioRancho@ofanm.com"|"(505) 358-0306"|35.241104|-106.691317|"""Sandoval"""
"Las Vegas"|"624 University Avenue Suite 100"|"Las Vegas"|"NM"|"ofanm.lasvegas@gmail.com"|"(505) 946-7193"|35.5956815|-105.216628|"""San Miguel"""
"Cedar Crest"|"12220 North Highway STE# 2"|"Cedar Crest"|"NM"||"(505) 246-6317"|35.1303523|-106.3662106|"""Bernalillo"""
"Bernalillo"|"240 S Camino Del Pueblo, Suite E"|"Bernalillo"|"NM"||"(505) 358-0306"|35.3157834|-106.5459205|"""Sandoval"""
"Taos"|"1523 Paseo Del Pueblo Sur"|"Taos"|"NM"|||36.3707501|-105.5961075|"""Taos"""
"Albuquerque"|"7301 Indian School Road NE Suite A"|"Albuquerque"|"NM"||"(505) 999-1942"|35.1018902|-106.5621711|"""Bernalillo"""
"Albuquerque"|"4250 Coors Blvd SW Unit A"|"Albuquerque"|"NM"|"lgutierrez@ofanm.com"||35.0142412|-106.715714|"""Bernalillo"""
"Anthony"|"880 N. Anthony Drive Unit 10"|"Anthony"|"NM"|||32.0094292|-106.6064283|"""Doña Ana"""
"Gallup"|"809 North Highway 491"|"Gallup"|"NM"|||35.5339461|-108.7590879|"""McKinley"""
"Syracuse"|"222 Teall Ave Suite 101"|"Syracuse"|"NY"||"(646) 535-8326"|43.0511655|-76.1217197|"""Onondaga"""
"New York"|"520 Eighth Ave, 20th Floor"|"New York"|"NY"||"(646) 535-8326"|40.753617|-73.991904|"""New York"""
"Mamaroneck"|"931A  Boston Post Road"|"Mamaroneck"|"NY"|"scheemalapati@ofanewyork.com"||40.9536511|-73.7234681|"""Westchester"""
"Kingston"|"30 John Street"|"Kingston"|"NY"|"jabelson@ofanewyork.com"|"(845) 399-1379"|41.9339463|-74.0188113|"""Ulster"""
"Buffalo"|"1645 Hertel Ave"|"Buffalo"|"NY"|||42.947449|-78.847155|"""Erie"""
"Raleigh"|"130 East Morgan"|"Raleigh"|"NC"|"kwashington@ofanc.com"|"(919) 727-6887"|35.7794481|-78.6370688|"""Wake"""
"Greensboro"|"229 North Greene St"|"Greensboro"|"NC"|"jrhau@ofanc.com"|"(336) 848-6285"|36.074581|-79.7917669|"""Guilford"""
"Fayetteville"|"894-B Elm Street"|"Fayetteville"|"NC"|"LCarolina@ofanc.com"|"(919) 534-5831"|35.075577|-78.925093|"""Cumberland"""
"Durham"|"401 East Lakewood"|"Durham"|"NC"|"Jwartel@ofanc.com"|"(919) 840-8156"|35.987775|-78.899964|"""Durham"""
"Wilmington"|"4401 Wrightsville Avenue"|"Wilmington"|"NC"|"wrinehart@ofanc.com"|"(910) 578-8523"|34.21516|-77.888287|"""New Hanover"""
"Chapel Hill"|"505 B West Franklin Street"|"Chapel Hill"|"NC"|"gregg.ross@ofanc.com"|"(919) 923-4124"|35.909418|-79.063638|"""Orange"""
"Asheville"|"230 Hilliard Avenue"|"Asheville"|"NC"|"kanderson@ofanc.com"|"(828) 290-0681"|35.590916|-82.558232|"""Buncombe"""
"Winston Salem"|"633 W. 4th Street, Suite 110"|"Winston Salem"|"NC"|"pkrishnappa@ofanc.com"|"(336) 997-1355"|36.098116|-80.250936|"""Forsyth"""
"Cary"|"237 W Chatham Street"|"Cary"|"NC"|"asingal@ofanc.com"|"(919) 886-5657"|35.7868718|-78.7847048|"""Wake"""
"Charlotte"|"301 East 9th Street, suite 160"|"Charlotte"|"NC"|"anagatani@ofanc.com"|"(704) 469-0490"|35.2292347|-80.8354748|"""Mecklenburg"""
"Goldsboro"|"138 N Center St"|"Goldsboro"|"NC"|"rshelbia@ofanc.com"|"(252) 649-9819"|35.384037|-77.996289|"""Wayne"""
"Lumberton"|"128 W 5th Street"|"Lumberton"|"NC"|"SAdamsczyk@ofaNC.com"|"(910) 546-3507"|34.619655|-79.00997|"""Robeson"""
"Greenville"|"214 A E. Arlington St"|"Greenville"|"NC"|"aroche@ofanc.com"|"(252) 626-6239"|35.5879369|-77.374565|"""Pitt"""
"Charlotte"|"2750 E WT Harris Blvd Suite 100"|"Charlotte"|"NC"|"cshallow@ofanc.com"|"(980) 229-2661"|35.277683|-80.728452|"""Mecklenburg"""
"Statesville"|"233 E Front Street"|"Statesville"|"NC"|"mvanarnam@ofanc.com"|"(980) 333-3850"|35.784701|-80.883865|"""Iredell"""
"Rocky Mount"|"2509 Sunset Ave"|"Rocky Mount"|"NC"|"hgoff@ofanc.com"|"(252) 366-5920"|35.960972|-77.827571|"""Nash"""
"High Point"|"652 N Main St"|"High Point"|"NC"|"grobinson@ofanc.com"|"(252) 378-8234"|35.9622033|-80.0095501|"""Guilford"""
"Gastonia"|"1626 East Franklin Blvd, Suite B"|"Gastonia"|"NC"|"jemerson@ofanc.com"|"(980) 254-7406"|35.262379|-81.151116|"""Gaston"""
"Concord"|"528 Lake Concord Rd"|"Concord"|"NC"|"hfarnsworth@ofanc.com"|"(980) 253-2729"|35.4441591|-80.6001358|"""Cabarrus"""
"Burlington"|"122 A N Main St"|"Burlington"|"NC"|"jstopka@ofanc.com"|"(336) 862-3914"|36.095117|-79.4345656|"""Alamance"""
"Indian Trail"|"553 Indian Trail Road, Suite C"|"Indian Trail"|"NC"|"mwaters@ofanc.com"|"(980) 328-8257"|35.0686514|-80.6768882|"""Union"""
"Charlotte"|"1560 West Blvd., Suite B"|"Charlotte"|"NC"|"ablue@ofanc.com"|"(980) 833-6976"|35.2163001|-80.8833112|"""Mecklenburg"""
"Raleigh"|"2609 Atlantic Ave"|"Raleigh"|"NC"|"elocke@ofanc.com"|"(919) 727-6887"|35.818763|-78.615913|"""Wake"""
"Wilson"|"207 Tarboro St. W"|"Wilson"|"NC"|"KTurner@ofanc.com"|"(252) 646-7718"|35.724584|-77.912749|"""Wilson"""
"Henderson"|"219 S Garnett St"|"Henderson"|"NC"|"cdouglas@ofanc.com"|"(919) 480-7928"|36.3260875|-78.4041714|"""Vance"""
"Supply"|"1420 Old Ocean Highway"|"Supply"|"NC"|"rsturgill@ofanc.com"|"(910) 754-8880"|34.0376243|-78.2260241|"""Brunswick"""
"Louisburg"|"108 E. Nash Street"|"Louisburg"|"NC"|"lmarciniak@ofanc.com"|"(919) 890-0427"|36.0989216|-78.300566|"""Franklin"""
"Salisbury"|"1411 W Innes Street"|"Salisbury"|"NC"|"ipaysour@ofanc.com"|"(704) 123-4546"|35.681075|-80.482026|"""Rowan"""
"Hendersonville"|"1507 E Haywood Road"|"Hendersonville"|"NC"|"JValdez@ofanc.com"|"(828) 318-5386"|35.3273686|-82.4685246|"""Henderson"""
"Garner"|"148 Donmoor Court"|"Garner"|"NC"|"ACameron@ofanc.com"|"(919) 809-4597"|35.7257251|-78.6429286|"""Wake"""
"Winston Salem"|"8100 North Point Blvd  Suite N"|"Winston Salem"|"NC"|"RStephens@ofaNC.com"|"(336) 655-9936"|36.1476929|-80.264429|"""Forsyth"""
"Lexington"|"408-A National Blvd., Suite A"|"Lexington"|"NC"|"MMcDermott@ofaNC.com"|"(336) 425-4683"|35.8278524|-80.2732764|"""Davidson"""
"Jacksonville"|"99 Village Drive Suite 6"|"Jacksonville"|"NC"|"AGuberman@ofanc.com"|"(910) 691-9209"|34.7475534|-77.3766435|"""Onslow"""
"New Bern"|"1208 Pollock Street"|"New Bern"|"NC"|"wrikard@ofanc.com"|"(252) 626-6894"|35.106625|-77.0535573|"""Craven"""
"Kinston"|"1500 W Vernon"|"Kinston"|"NC"|"lmiller@ofanc.com"|"(252) 227-3143"|35.270715|-77.601731|"""Lenoir"""
"Oxford"|"100 Broad St"|"Oxford"|"NC"|"gkneapler@ofanc.com"|"(919) 564-6876"|36.3106022|-78.5911193|"""Granville"""
"Sanford"|"143 Charlotte Ave, Suite 101"|"Sanford"|"NC"|"SAnantharaman@ofaNC.com"|"(919) 561-7476"|35.4820848|-79.1763174|"""Lee"""
"Hickory"|"806 12th Street SW"|"Hickory"|"NC"|"scohen@ofanc.com"|"(980) 298-1905"|35.7234677|-81.3609213|"""Catawba"""
"Shelby"|"236 S. Lafayette"|"Shelby"|"NC"|"rrobbalaa@ofanc.com"|"(980) 622-6371"|35.2896472|-81.5406141|"""Cleveland"""
"Charlotte"|"3704 Central Ave, Eastway Crossing Shopping Center"|"Charlotte"|"NC"|"ctaylor@ofanc.com"|"(980) 298-0729"|35.215193|-80.78195|"""Mecklenburg"""
"Roanoke Rapids"|"1620 E 10th Street, Suite 144"|"Roanoke Rapids"|"NC"|"bburch@ofanc.com"|"(252) 646-7282"|36.4419169|-77.641978|"""Halifax"""
"Durham"|"1418 Avondale Dr, Unit 10"|"Durham"|"NC"|"oburston@ofanc.com"|"(919) 381-2522"|36.006382|-78.8841659|"""Durham"""
"Windsor"|"101 South King St."|"Windsor"|"NC"|"HGoff@ofaNC.com"|"(252) 801-5420"|35.9982612|-76.9464896|"""Bertie"""
"Smithfield"|"822 N. Brightleaf Blvd"|"Smithfield"|"NC"|"JDavis@ofanc.com"|"(910) 508-9254"|35.5152147|-78.3269087|"""Johnston"""
"Boone"|"130 North Depot Street"|"Boone"|"NC"|"ZHalpern@ofanc.com"|"(828) 246-5456"|36.219076|-81.683549|"""Watauga"""
"Hillsborough"|"101 North Scotswood Boulevard, Suite K"|"Hillsborough"|"NC"|"apugh@ofanc.com"|"(919) 699-8518"|36.0833639|-79.0800475|"""Orange"""
"Elizabeth City"|"305 S Hughes Blvd"|"Elizabeth City"|"NC"|"jwalker@ofanc.com"|"(252) 529-7292"|36.2994|-76.2422|"""Pasquotank"""
"Rockingham"|"908 E. Broad Avenue"|"Rockingham"|"NC"|"jhappy@ofanc.com"|"(910) 386-9334"|34.927023|-79.7584|"""Richmond"""
"Charlotte"|"1805 Sardis Rd North, #110"|"Charlotte"|"NC"|"mlieberman@ofanc.com"|"(980) 226-7059"|35.14127|-80.736534|"""Mecklenburg"""
"Knightdale"|"861 Old Knight Road, Suite 107"|"Knightdale"|"NC"|"JDuval@ofanc.com"|"(919) 690-5704"|35.800391|-78.475644|"""Wake"""
"Warsaw"|"206 North Front Street"|"Warsaw"|"NC"|"SSigmon@ofanc.com"|"(910) 228-4434"|35.0000952|-78.0939709|"""Duplin"""
"Huntersville"|"14229 W. Reese Boulevard, Suite B-3"|"Huntersville"|"NC"|"sanderson@ofanc.com"|"(980) 228-0583"|35.4081649|-80.863367|"""Mecklenburg"""
"Fuquay-Varina"|"405 Broad Street"|"Fuquay-Varina"|"NC"|"cellis@ofanc.com"|"(919) 906-4311"|35.5939874|-78.7950898|"""Wake"""
"Fargo"|"720 Main Ave, Suite 203"|"Fargo"|"ND"|"klocket@barackobama.com"|"(701) 541-4154"|46.8744491|-96.7907544|"""Cass"""
"Cleveland"|"13100 Shaker Square Suite 5"|"Cleveland"|"OH"|"info@ofaoh.com"|"(614) 636-2262"|41.483096|-81.591241|"""Cuyahoga"""
"Chillicothe"|"149 W. Water St."|"Chillicothe"|"OH"|"info@ofaoh.com"|"(614) 636-2262"|39.3352198|-82.9871392|"""Ross"""
"Columbus"|"1973 E. Dublin-Granville Rd."|"Columbus"|"OH"|"info@ofaoh.com"|"(614) 636-2262"|40.086414|-82.9650938|"""Franklin"""
"Dayton"|"411 E. Fifth St."|"Dayton"|"OH"|"info@ofaoh.com"|"(614) 636-2262"|39.7572751|-84.1845158|"""Montgomery"""
"New Philadelphia"|"123 W. High Ave."|"New Philadelphia"|"OH"|"info@ofaoh.com"|"(614) 636-2262"|40.4898037|-81.4462975|"""Tuscarawas"""
"Lima"|"226 N Main Street"|"Lima"|"OH"|"info@ofaoh.com"|"(614) 636-2262"|40.742243|-84.10444|"""Allen"""
"Middletown"|"1028 Central Ave."|"Middletown"|"OH"|"info@ofaoh.com"|"(614) 636-2262"|39.5166927|-84.4041536|"""Butler"""
"Athens"|"8 North Court St., Suite 302"|"Athens"|"OH"|"info@ofaoh.com"|"(614) 636-2262"|39.3294045|-82.101146|"""Athens"""
"Toledo"|"119 N. Ontario St."|"Toledo"|"OH"|"info@ofaoh.com"|"(614) 636-2262"|41.651387|-83.540844|"""Lucas"""
"Cincinnati"|"2718 Woodburn Ave."|"Cincinnati"|"OH"|"info@ofaoh.com"|"(614) 636-2262"|39.1284853|-84.4774997|"""Hamilton"""
"Mentor"|"7537 Mentor Ave., Suite 20"|"Mentor"|"OH"|"info@ofaoh.com"|"(614) 636-2262"|41.65645|-81.372442|"""Lake"""
"Parma"|"5734 Ridge Rd."|"Parma"|"OH"|"info@ofaoh.com"|"(614) 636-2262"|41.406492|-81.7346747|"""Cuyahoga"""
"Beavercreek"|"1337 Hanes Rd."|"Beavercreek"|"OH"|"info@ofaoh.com"|"(614) 636-2262"|39.728127|-84.047169|"""Greene"""
"Youngstown"|"25 W Federal Plaza, Ste. 1"|"Youngstown"|"OH"|"info@ofaoh.com"|"(330) 604-0023"|41.0998899|-80.6489151|"""Mahoning"""
"Cincinnati"|"1244 W Kemper Rd."|"Cincinnati"|"OH"|"info@ofaoh.com"|"(614) 636-2262"|39.288989|-84.526375|"""Hamilton"""
"Warren"|"155 S. Park Ave."|"Warren"|"OH"|"info@ofaoh.com"|"(614) 636-2262"|41.2352104|-80.8174911|"""Trumbull"""
"Bowling Green"|"123 E. Court St."|"Bowling Green"|"OH"|"info@ofaoh.com"|"(567) 231-3055"|41.376197|-83.649441|"""Wood"""
"Columbus"|"1570 N. High St., Suite C10"|"Columbus"|"OH"|"info@ofaoh.com"|"(614) 636-2262"|39.9940656|-83.0063894|"""Franklin"""
"Mason"|"108 W. Main St."|"Mason"|"OH"|"info@ofaoh.com"|"(614) 636-2262"|39.360582|-84.309545|"""Warren"""
"Wooster"|"135 N. Bever St."|"Wooster"|"OH"|"info@ofaoh.com"|"(614) 636-2262"|40.7992364|-81.9369407|"""Wayne"""
"Troy"|"6 E. Main St."|"Troy"|"OH"|"info@ofaoh.com"|"(614) 636-2262"|40.039109|-84.202792|"""Miami"""
"Cincinnati"|"3722 Harrison Ave."|"Cincinnati"|"OH"|"info@ofaoh.com"|"(614) 636-2262"|39.1566453|-84.6121408|"""Hamilton"""
"Heath"|"568 Hebron Rd."|"Heath"|"OH"|"info@ofaoh.com"|"(614) 636-2262"|40.0373306|-82.4296275|"""Licking"""
"Steubenville"|"104 S. 4th St."|"Steubenville"|"OH"|"info@ofaoh.com"|"(614) 636-2262"|40.3599056|-80.6151045|"""Jefferson"""
"Defiance"|"608 Clinton St."|"Defiance"|"OH"|"info@ofaoh.com"|"(614) 636-2262"|41.28371|-84.364486|"""Defiance"""
"Portsmouth"|"1018 Chillicothe St."|"Portsmouth"|"OH"|"info@ofaoh.com"|"(614) 636-2262"|38.7388|-82.996|"""Scioto"""
"Zanesville"|"3935 Northpointe Dr."|"Zanesville"|"OH"|"info@ofaoh.com"|"(614) 636-2262"|40.0017287|-82.0264514|"""Muskingum"""
"Columbus"|"3741 E. Broad St."|"Columbus"|"OH"|"info@ofaoh.com"|"(614) 636-2262"|39.9728961|-82.9011821|"""Franklin"""
"Sylvania"|"5834 Monroe St., Suite O"|"Sylvania"|"OH"|"info@ofaoh.com"|"(567) 202-5721"|41.7123848|-83.6814392|"""Lucas"""
"Mansfield"|"24 S. Park St."|"Mansfield"|"OH"|"info@ofaoh.com"|"(614) 636-2262"|40.7581215|-82.5149341|"""Richland"""
"Ashtabula"|"2205 Lake Ave., Unit #8"|"Ashtabula"|"OH"|"info@ofaoh.com"|"(614) 636-2262"|41.8825267|-80.7989977|"""Ashtabula"""
"Canton"|"131 Cleveland Ave. SW"|"Canton"|"OH"|"info@ofaoh.com"|"(614) 636-2262"|40.7983937|-81.376686|"""Stark"""
"Springfield"|"1214 N. Bechtle Ave."|"Springfield"|"OH"|"info@ofaoh.com"|"(614) 636-2262"|39.9407412|-83.8359075|"""Clark"""
"Lorain"|"668 Broadway Ave."|"Lorain"|"OH"|"info@ofaoh.com"|"(614) 636-2262"|41.4650319|-82.1748173|"""Lorain"""
"Sandusky"|"218 Columbus Ave."|"Sandusky"|"OH"|"info@ofaoh.com"|"(614) 636-2262"|41.4558139|-82.7114502|"""Erie"""
"Twinsburg"|"7995 Darrow Rd., Suite #3"|"Twinsburg"|"OH"|"info@ofaoh.com"|"(614) 636-2262"|41.2836732|-81.4404493|"""Summit"""
"Boardman"|"4300 Market St."|"Boardman"|"OH"|"info@ofaoh.com"|"(614) 636-2262"|41.055831|-80.663248|"""Mahoning"""
"Hilliard"|"4143 Main St."|"Hilliard"|"OH"|"info@ofaoh.com"|"(614) 636-2262"|40.0364137|-83.15692|"""Franklin"""
"Niles"|"6 Youngstown Warren Rd."|"Niles"|"OH"|"info@ofaoh.com"|"(614) 636-2262"|41.182138|-80.7176575|"""Trumbull"""
"Kenton"|"101 1/2 N. Detroit St."|"Kenton"|"OH"|"info@ofaoh.com"|"(614) 636-2262"|40.64735|-83.60951|"""Hardin"""
"Springboro"|"843 W. Central Ave."|"Springboro"|"OH"|"info@ofaoh.com"|"(614) 636-2262"|39.5625713|-84.2623401|"""Warren"""
"Ravenna"|"113 E. Main St., Suite A"|"Ravenna"|"OH"|"info@ofaoh.com"|"(614) 636-2262"|41.1580609|-81.242554|"""Portage"""
"Marion"|"123 E. Church St."|"Marion"|"OH"|"info@ofaoh.com"|"(614) 636-2262"|40.5873077|-83.1281331|"""Marion"""
"Akron"|"1706 W. Market St."|"Akron"|"OH"|"info@ofaoh.com"|"(614) 636-2262"|41.1101575|-81.5704929|"""Summit"""
"Kent"|"1307 South Water St."|"Kent"|"OH"|"info@ofaoh.com"|"(614) 636-2262"|41.142474|-81.357221|"""Portage"""
"Port Clinton"|"131-A Maple St."|"Port Clinton"|"OH"|"info@ofaoh.com"|"(614) 636-2262"|41.5137286|-82.9211764|"""Ottawa"""
"Cincinnati"|"5846 Hamilton Ave."|"Cincinnati"|"OH"|"info@ofaoh.com"|"(614) 636-2262"|39.198324|-84.546268|"""Hamilton"""
"South Russell"|"5192 Chillicothe Rd., Suite 105"|"South Russell"|"OH"|"info@ofaoh.com"|"(614) 636-2262"|41.432294|-81.338722|"""Geauga"""
"Wapakoneta"|"101 W. Auglaize St."|"Wapakoneta"|"OH"|"info@ofaoh.com"|"(614) 636-2262"|40.570312|-84.194987|"""Auglaize"""
"Athens"|"1005 E. State St., Suite #2"|"Athens"|"OH"|"info@ofaoh.com"|"(614) 636-2262"|39.334727|-82.05454|"""Athens"""
"Tiffin"|"112 S. Washington St."|"Tiffin"|"OH"|"info@ofaoh.com"|"(614) 636-2262"|41.1143426|-83.1765322|"""Seneca"""
"Dayton"|"679 Lyons Rd."|"Dayton"|"OH"|"info@ofaoh.com"|"(614) 636-2262"|39.630691|-84.1914886|"""Montgomery"""
"Milford"|"5989 Meijer Dr., Suite 1"|"Milford"|"OH"|"info@ofaoh.com"|"(614) 636-2262"|39.1966434|-84.2397313|"""Clermont"""
"Westerville"|"405 W. Main St."|"Westerville"|"OH"|"info@ofaoh.com"|"(614) 636-2262"|40.1248851|-82.9467652|"""Franklin"""
"Columbus"|"1005 E. Long St., Suite 2 &amp; 3"|"Columbus"|"OH"|"info@ofaoh.com"|"(614) 636-2262"|39.967818|-82.974428|"""Franklin"""
"Oxford"|"32 W. Walnut St."|"Oxford"|"OH"|"info@ofaoh.com"|"(614) 636-2262"|39.509479|-84.7435855|"""Butler"""
"West Chester"|"7232 Towne Centre Dr."|"West Chester"|"OH"|"info@ofaoh.com"|"(614) 636-2262"|39.3713396|-84.3864034|"""Butler"""
"Lisbon"|"7843 State Route 45"|"Lisbon"|"OH"|"info@ofaoh.com"|"(614) 636-2262"|40.7845043|-80.7735062|"""Columbiana"""
"Trotwood"|"4815 Salem Ave."|"Trotwood"|"OH"|"info@ofaoh.com"|"(614) 636-2262"|39.8134064|-84.2694274|"""Montgomery"""
"Cincinnati"|"1130 Main St."|"Cincinnati"|"OH"|"info@ofaoh.com"|"(614) 636-2262"|39.1086229|-84.5113746|"""Hamilton"""
"New Richmond"|"200 Front St."|"New Richmond"|"OH"|"info@ofaoh.com"|"(614) 636-2262"|38.951092|-84.283435|"""Clermont"""
"Martins Ferry"|"301 S. 4th St."|"Martins Ferry"|"OH"|"info@ofaoh.com"|"(614) 636-2262"|40.0946109|-80.7257441|"""Belmont"""
"Napoleon"|"630 Monroe St."|"Napoleon"|"OH"|"info@ofaoh.com"|"(614) 636-2262"|41.3912959|-84.1228299|"""Henry"""
"Canfield"|"4478 Boardman-Canfield Rd., Suite A"|"Canfield"|"OH"|"info@ofaoh.com"|"(614) 636-2262"|41.0246957|-80.7337079|"""Mahoning"""
"Cincinnati"|"11904 Montgomery Rd."|"Cincinnati"|"OH"|"info@ofaoh.com"|"(614) 636-2262"|39.2858266|-84.3095553|"""Hamilton"""
"Dayton"|"7250 Poe Ave."|"Dayton"|"OH"|"info@ofaoh.com"|"(614) 636-2262"|39.8538821|-84.1878822|"""Montgomery"""
"Delaware"|"177 S. Sandusky St."|"Delaware"|"OH"|"info@ofaoh.com"|"(614) 636-2262"|40.2926291|-83.0682782|"""Delaware"""
"Cincinnati"|"7364 Reading Rd."|"Cincinnati"|"OH"|"info@ofaoh.com"|"(614) 636-2262"|39.196888|-84.458246|"""Hamilton"""
"Brunswick"|"1733 Pearl Rd., Suite 121"|"Brunswick"|"OH"|"info@ofaoh.com"|"(614) 636-2262"|41.2277528|-81.838848|"""Medina"""
"Powell"|"132 E. Olentangy St."|"Powell"|"OH"|"info@ofaoh.com"|"(614) 636-2262"|40.1578833|-83.0717098|"""Delaware"""
"Hillsboro"|"721 S. High St."|"Hillsboro"|"OH"|"info@ofaoh.com"|"(614) 636-2262"|39.1939018|-83.6135867|"""Highland"""
"Cleveland"|"4071 Lee Rd., Suite 110"|"Cleveland"|"OH"|"info@ofaoh.com"|"(614) 636-2262"|41.448723|-81.562488|"""Cuyahoga"""
"Mt. Vernon"|"5 W. Ohio Ave."|"Mt. Vernon"|"OH"|"info@ofaoh.com"|"(614) 636-2262"|40.3908172|-82.4857203|"""Knox"""
"Columbus"|"2364 W. Broad St."|"Columbus"|"OH"|"info@ofaoh.com"|"(614) 636-2262"|39.9556944|-83.0635495|"""Franklin"""
"Upper Arlington"|"4939 Dierker Rd."|"Upper Arlington"|"OH"|"info@ofaoh.com"|"(614) 636-2262"|40.0567189|-83.0755786|"""Franklin"""
"Lakewood"|"11822 Detroit Ave."|"Lakewood"|"OH"|"info@ofaoh.com"|"(614) 636-2262"|41.484127|-81.771206|"""Cuyahoga"""
"Lancaster"|"1021 N. Memorial Dr., Suite @"|"Lancaster"|"OH"|"info@ofaoh.com"|"(614) 636-2262"|39.725245|-82.610064|"""Fairfield"""
"Eastlake"|"35560 Vine St., Suite 2"|"Eastlake"|"OH"|"info@ofaoh.com"|"(614) 636-2262"|41.6425573|-81.4347046|"""Lake"""
"Cincinnati"|"3032 W. Galbraith Rd."|"Cincinnati"|"OH"|"info@ofaoh.com"|"(614) 636-2262"|39.2199731|-84.5851593|"""Hamilton"""
"Coshocton"|"611 Main St."|"Coshocton"|"OH"|"info@ofaoh.com"|"(614) 636-2262"|40.2105356|-81.7220685|"""Coshocton"""
"Warren"|"143 Niles-Cortland Rd. NE"|"Warren"|"OH"|"info@ofaoh.com"|"(614) 636-2262"|41.2388649|-80.7405352|"""Trumbull"""
"Barberton"|"530 W. Tuscarawas Ave."|"Barberton"|"OH"|"info@ofaoh.com"|"(614) 636-2262"|41.0127655|-81.6091634|"""Summit"""
"Cleveland"|"3740 Euclid Avenue"|"Cleveland"|"OH"|"info@ofaoh.com"|"(614) 636-2262"|41.502907|-81.659972|"""Cuyahoga"""
"Akron"|"396 Waterloo Rd."|"Akron"|"OH"|"info@ofaoh.com"|"(614) 636-2262"|41.028862|-81.5128035|"""Summit"""
"Hudson"|"1 E. Main St."|"Hudson"|"OH"|"info@ofaoh.com"|"(614) 636-2262"|41.2400947|-81.4396677|"""Summit"""
